img_pair,is_related
face05508.jpg-face01210.jpg,0.038120537996292114
face05750.jpg-face00898.jpg,0.8321738243103027
face05820.jpg-face03938.jpg,0.7550760507583618
face02104.jpg-face01172.jpg,0.689914345741272
face02428.jpg-face05611.jpg,0.36989128589630127
face01219.jpg-face00274.jpg,0.14826783537864685
face04262.jpg-face00555.jpg,0.32664620876312256
face03697.jpg-face01892.jpg,0.6772693395614624
face03524.jpg-face00319.jpg,0.6697044968605042
face03410.jpg-face05368.jpg,0.08396676182746887
face00292.jpg-face06004.jpg,0.44385820627212524
face00353.jpg-face01203.jpg,0.6101288795471191
face03140.jpg-face05223.jpg,0.4978235363960266
face02915.jpg-face03312.jpg,0.6665009260177612
face03012.jpg-face04103.jpg,0.1841970682144165
face02240.jpg-face02336.jpg,0.8297951221466064
face02131.jpg-face05209.jpg,0.6725478172302246
face04105.jpg-face01209.jpg,0.6038249731063843
face03565.jpg-face02509.jpg,0.657953679561615
face02836.jpg-face01540.jpg,0.7317860126495361
face02832.jpg-face05386.jpg,0.5056873559951782
face02596.jpg-face02913.jpg,0.11037805676460266
face02231.jpg-face05835.jpg,0.7438491582870483
face00451.jpg-face03664.jpg,0.6288648843765259
face01644.jpg-face01682.jpg,0.14420992136001587
face03988.jpg-face03379.jpg,0.7515956163406372
face00908.jpg-face05944.jpg,0.22431787848472595
face05117.jpg-face03498.jpg,0.7269631624221802
face05466.jpg-face02942.jpg,0.51472008228302
face01537.jpg-face00187.jpg,0.7464950084686279
face03609.jpg-face05219.jpg,0.07574120163917542
face04820.jpg-face04526.jpg,0.13651752471923828
face05963.jpg-face00176.jpg,0.7118874788284302
face04372.jpg-face03101.jpg,0.6977086067199707
face01496.jpg-face04980.jpg,0.7317379713058472
face04215.jpg-face01123.jpg,0.3044780492782593
face02624.jpg-face05000.jpg,0.279915988445282
face04434.jpg-face03376.jpg,0.07352668046951294
face03417.jpg-face03461.jpg,0.8112117648124695
face03142.jpg-face00593.jpg,0.719386637210846
face00094.jpg-face04094.jpg,0.7809361219406128
face05700.jpg-face03910.jpg,0.11935791373252869
face03620.jpg-face03203.jpg,0.8837769031524658
face05074.jpg-face03806.jpg,0.507540225982666
face03836.jpg-face05917.jpg,0.7508226633071899
face04495.jpg-face02846.jpg,0.8717889785766602
face01690.jpg-face01033.jpg,0.6920909881591797
face01766.jpg-face06057.jpg,0.0850716233253479
face04896.jpg-face01845.jpg,0.751420259475708
face05468.jpg-face04688.jpg,0.06914719939231873
face00293.jpg-face02930.jpg,0.684843897819519
face05980.jpg-face03965.jpg,0.74123215675354
face02066.jpg-face01778.jpg,0.24949830770492554
face00710.jpg-face02119.jpg,0.06642764806747437
face03708.jpg-face06116.jpg,0.7842682600021362
face01825.jpg-face04134.jpg,0.441308856010437
face00018.jpg-face03702.jpg,0.02955356240272522
face05351.jpg-face00003.jpg,0.6314998865127563
face03438.jpg-face05696.jpg,0.702316403388977
face05666.jpg-face02015.jpg,0.6451064944267273
face05517.jpg-face02936.jpg,0.028811097145080566
face03531.jpg-face01422.jpg,0.6415719985961914
face00762.jpg-face01849.jpg,0.5176195502281189
face00233.jpg-face01504.jpg,0.6055852174758911
face02171.jpg-face04218.jpg,0.5687566995620728
face01617.jpg-face00906.jpg,0.7322628498077393
face00656.jpg-face00790.jpg,0.35441744327545166
face01298.jpg-face03118.jpg,0.6870075464248657
face02603.jpg-face05437.jpg,0.7596312761306763
face01623.jpg-face03582.jpg,0.7000632286071777
face00517.jpg-face04211.jpg,0.3354838192462921
face03682.jpg-face04838.jpg,0.6335573792457581
face05305.jpg-face02194.jpg,0.08765771985054016
face00841.jpg-face00906.jpg,0.749196469783783
face05493.jpg-face02508.jpg,0.5232422947883606
face03948.jpg-face05516.jpg,0.2683669626712799
face05588.jpg-face00543.jpg,0.38192254304885864
face00810.jpg-face02910.jpg,0.5057623982429504
face03021.jpg-face03627.jpg,0.33250513672828674
face04971.jpg-face01655.jpg,0.5473251342773438
